Date,Time,Temp Out,Out Hum,Dew Pt.,Wind Speed
2022-09-01,13:00,31.6,67.0,24.8,16.6
2022-09-01,12:00,31.2,70.0,25.1,15.3
2022-09-01,21:00,27.5,83.0,24.4,11.5
2022-09-01,22:00,28.0,82.0,24.7,9.7
2022-09-01,08:00,27.1,84.0,24.1,12.3
2022-09-01,07:00,26.6,87.0,24.2,9.5
2022-09-01,06:00,26.4,88.0,24.2,7.6
2022-09-01,05:00,25.4,90.0,23.6,7.0
2022-09-01,04:00,25.1,92.0,23.7,5.9
2022-09-01,03:00,25.3,91.0,23.8,5.9
2022-09-01,02:00,25.5,91.0,23.9,6.2
2022-09-01,01:00,25.5,91.0,23.9,5.5
2022-09-01,00:00,25.9,91.0,24.3,5.7
2022-09-01,09:00,27.6,82.0,24.3,14.1
2022-09-02,00:00,27.5,85.0,24.8,10.3
2022-09-02,23:00,25.3,91.0,23.7,13.0
2022-09-02,21:00,25.8,90.0,24.1,12.7
2022-09-02,01:00,26.4,87.0,24.2,12.6
2022-09-02,02:00,26.2,88.0,24.0,14.9
2022-09-02,03:00,26.3,87.0,23.9,14.1
2022-09-02,04:00,26.3,87.0,24.0,12.3
2022-09-02,05:00,25.9,89.0,24.0,9.9
2022-09-02,06:00,26.9,88.0,24.7,10.6
2022-09-02,07:00,27.0,88.0,24.9,11.7
2022-09-02,08:00,27.3,87.0,24.8,14.4
2022-09-02,09:00,27.8,83.0,24.6,15.8
2022-09-02,22:00,25.2,91.0,23.6,13.0
2022-09-02,10:00,29.1,80.0,25.2,16.9
2022-09-02,12:00,29.5,78.0,25.3,18.2
2022-09-02,13:00,28.3,81.0,24.8,16.2
2022-09-02,14:00,27.9,84.0,24.9,18.7
2022-09-02,15:00,28.0,83.0,24.8,17.8
2022-09-02,16:00,27.4,83.0,24.3,16.5
2022-09-02,17:00,27.1,85.0,24.4,14.6
2022-09-02,18:00,26.5,88.0,24.3,11.8
2022-09-02,19:00,26.3,89.0,24.2,9.4
2022-09-02,20:00,26.0,90.0,24.2,10.6
2022-09-02,11:00,29.5,78.0,25.2,17.1
2022-09-03,21:00,25.6,92.0,24.3,9.3
2022-09-03,04:00,25.2,93.0,23.9,9.0
2022-09-03,06:00,25.2,92.0,23.8,9.9
2022-09-03,00:00,25.3,91.0,23.8,13.0
2022-09-03,01:00,25.4,92.0,24.0,13.3
2022-09-03,02:00,25.3,92.0,24.0,12.1
2022-09-03,03:00,25.3,92.0,23.9,9.8
2022-09-03,23:00,25.8,90.0,24.0,8.5
2022-09-03,05:00,24.5,94.0,23.4,7.9
2022-09-03,07:00,25.8,91.0,24.1,10.8
2022-09-03,08:00,26.4,86.0,23.9,10.3
2022-09-03,09:00,26.9,84.0,24.0,12.1
2022-09-03,11:00,29.9,74.0,24.8,15.0
2022-09-03,10:00,29.7,76.0,25.0,13.6
2022-09-03,13:00,29.4,74.0,24.3,17.0
2022-09-03,14:00,29.0,76.0,24.2,17.6
2022-09-03,15:00,28.7,77.0,24.2,17.7
2022-09-03,16:00,27.4,82.0,24.0,18.7
2022-09-03,17:00,27.0,85.0,24.2,14.9
2022-09-03,18:00,25.8,91.0,24.2,10.4
2022-09-03,19:00,25.7,92.0,24.3,8.8
2022-09-03,20:00,25.7,92.0,24.3,8.7
2022-09-03,22:00,25.9,90.0,24.1,9.3
2022-09-03,12:00,29.6,74.0,24.5,15.6
2022-09-04,16:00,30.9,71.0,25.0,14.4
2022-09-04,14:00,30.0,74.0,24.8,15.1
2022-09-04,13:00,31.9,67.0,25.1,15.1
2022-09-04,15:00,30.2,73.0,24.8,15.7
2022-09-04,18:00,27.9,83.0,24.8,8.3
2022-09-04,17:00,28.9,77.0,24.5,12.2
2022-09-04,20:00,27.2,88.0,24.9,7.3
2022-09-04,21:00,27.0,89.0,25.0,7.0
2022-09-04,22:00,26.7,90.0,24.8,7.2
2022-09-04,12:00,31.2,71.0,25.4,14.1
2022-09-04,23:00,26.6,90.0,24.8,9.3
2022-09-04,19:00,27.5,86.0,25.0,8.9
2022-09-04,11:00,30.8,71.0,24.8,13.1
2022-09-04,04:00,24.5,94.0,23.6,4.5
2022-09-04,09:00,28.3,82.0,24.9,8.4
2022-09-04,10:00,30.6,71.0,24.8,11.3
2022-09-04,01:00,25.2,94.0,24.1,5.4
2022-09-04,02:00,24.9,94.0,23.9,5.1
2022-09-04,03:00,24.8,94.0,23.8,4.2
2022-09-04,00:00,25.5,91.0,23.9,7.4
2022-09-04,05:00,24.4,95.0,23.6,3.2
2022-09-04,06:00,25.8,93.0,24.6,2.3
2022-09-04,07:00,26.9,90.0,25.2,2.6
2022-09-04,08:00,27.6,86.0,24.9,4.0
2022-09-05,12:00,31.0,73.0,25.6,6.7
2022-09-05,23:00,26.2,92.0,24.7,1.6
2022-09-05,21:00,26.9,90.0,25.1,3.2
2022-09-05,20:00,26.9,88.0,24.8,2.9
2022-09-05,19:00,27.3,87.0,24.9,0.8
2022-09-05,17:00,28.0,83.0,24.8,4.3
2022-09-05,16:00,29.5,81.0,25.9,7.6
2022-09-05,15:00,29.2,83.0,26.1,12.1
2022-09-05,14:00,28.8,81.0,25.2,12.8
2022-09-05,13:00,29.5,76.0,24.9,8.8
2022-09-05,22:00,26.3,91.0,24.7,1.9
2022-09-05,11:00,31.1,76.0,26.3,5.4
2022-09-05,18:00,27.5,85.0,24.7,0.8
2022-09-05,09:00,28.3,81.0,24.7,4.3
2022-09-05,08:00,27.8,84.0,24.8,1.1
2022-09-05,07:00,27.3,88.0,25.0,0.8
2022-09-05,06:00,26.3,91.0,24.8,3.3
2022-09-05,05:00,25.0,96.0,24.2,5.0
2022-09-05,04:00,25.4,94.0,24.4,4.7
2022-09-05,03:00,25.6,94.0,24.5,4.6
2022-09-05,02:00,25.9,92.0,24.6,6.1
2022-09-05,01:00,26.1,91.0,24.6,7.1
2022-09-05,00:00,26.6,90.0,24.8,8.9
2022-09-05,10:00,30.5,76.0,25.7,5.9
2022-09-06,14:00,30.7,77.0,26.2,13.3
2022-09-06,15:00,30.6,76.0,25.8,11.7
2022-09-06,16:00,30.2,76.0,25.4,10.4
2022-09-06,17:00,27.4,84.0,24.5,8.0
2022-09-06,18:00,26.9,88.0,24.7,4.5
2022-09-06,13:00,31.3,75.0,26.4,11.6
2022-09-06,20:00,26.8,89.0,24.9,6.0
2022-09-06,21:00,26.7,90.0,24.9,6.4
2022-09-06,22:00,25.9,90.0,24.1,6.9
2022-09-06,3:00p,23.2,38.0,8.1,0.0
2022-09-06,23:00,25.8,90.0,24.1,6.7
2022-09-06,19:00,26.8,89.0,24.8,4.5
2022-09-06,12:00,30.7,76.0,26.0,10.2
2022-09-06,3:30p,23.1,39.0,8.4,0.0
2022-09-06,10:00,30.3,77.0,25.8,8.1
2022-09-06,00:00,25.9,93.0,24.6,2.9
2022-09-06,01:00,25.8,93.0,24.6,2.9
2022-09-06,02:00,25.2,95.0,24.4,2.2
2022-09-06,03:00,25.5,94.0,24.5,2.4
2022-09-06,05:00,25.5,94.0,24.5,2.0
2022-09-06,04:00,25.2,94.0,24.2,0.4
2022-09-06,09:00,27.7,84.0,24.7,6.0
2022-09-06,11:00,30.5,76.0,25.8,9.1
2022-09-06,07:00,26.8,89.0,24.9,2.9
2022-09-06,06:00,26.5,90.0,24.7,2.3
2022-09-06,08:00,27.0,88.0,24.8,3.6
2022-09-07,13:00,30.8,71.0,25.0,12.8
2022-09-07,23:00,26.6,86.0,24.1,5.9
2022-09-07,22:00,26.7,86.0,24.2,5.8
2022-09-07,20:00,27.9,81.0,24.3,8.7
2022-09-07,19:00,28.0,81.0,24.4,7.6
2022-09-07,18:00,28.2,80.0,24.5,6.5
2022-09-07,17:00,30.0,74.0,24.8,8.7
2022-09-07,16:00,30.2,73.0,24.9,10.7
2022-09-07,15:00,30.8,71.0,24.9,12.3
2022-09-07,14:00,31.1,70.0,24.9,12.8
2022-09-07,21:00,27.7,83.0,24.5,7.2
2022-09-07,12:00,30.7,72.0,25.0,12.4
2022-09-07,10:00,30.4,74.0,25.3,12.8
2022-09-07,09:00,28.7,80.0,25.0,13.1
2022-09-07,08:00,28.4,82.0,25.0,9.6
2022-09-07,07:00,26.8,89.0,24.7,6.3
2022-09-07,06:00,26.5,87.0,24.2,4.6
2022-09-07,05:00,25.1,93.0,23.9,8.3
2022-09-07,04:00,25.1,93.0,23.9,9.3
2022-09-07,03:00,25.3,93.0,24.1,7.2
2022-09-07,02:00,25.2,93.0,24.0,8.6
2022-09-07,01:00,25.4,92.0,24.0,7.1
2022-09-07,00:00,26.0,89.0,24.1,5.2
2022-09-07,11:00,30.6,73.0,25.1,12.6
2022-09-08,14:00,32.3,68.0,25.6,1.9
2022-09-08,15:00,32.6,68.0,25.9,0.4
2022-09-08,16:00,31.9,70.0,25.8,1.6
2022-09-08,17:00,31.0,73.0,25.5,2.7
2022-09-08,23:00,25.3,94.0,24.2,4.9
2022-09-08,19:00,28.0,82.0,24.7,4.3
2022-09-08,20:00,27.4,86.0,24.8,4.8
2022-09-08,21:00,27.0,88.0,24.8,4.8
2022-09-08,22:00,25.5,92.0,24.1,5.0
2022-09-08,18:00,28.0,84.0,25.0,3.6
2022-09-08,13:00,32.3,68.0,25.5,2.7
2022-09-08,09:00,28.9,81.0,25.3,4.8
2022-09-08,11:00,32.0,68.0,25.4,6.0
2022-09-08,12:00,32.1,67.0,25.3,5.2
2022-09-08,01:00,25.8,91.0,24.1,3.8
2022-09-08,02:00,25.8,91.0,24.3,3.4
2022-09-08,04:00,25.0,93.0,23.7,3.3
2022-09-08,05:00,24.7,94.0,23.7,2.5
2022-09-08,03:00,25.4,93.0,24.2,3.5
2022-09-08,07:00,27.6,85.0,24.8,0.5
2022-09-08,08:00,28.2,84.0,25.2,1.3
2022-09-08,00:00,26.5,88.0,24.3,5.5
2022-09-08,10:00,31.5,72.0,25.9,6.0
2022-09-08,06:00,26.7,87.0,24.4,1.1
2022-09-09,15:00,30.5,79.0,26.5,4.7
2022-09-09,11:00,29.6,80.0,25.8,2.9
2022-09-09,12:00,30.1,77.0,25.6,3.4
2022-09-09,13:00,31.2,73.0,25.9,4.7
2022-09-09,14:00,30.8,77.0,26.2,2.1
2022-09-09,16:00,29.1,83.0,25.9,3.6
2022-09-09,21:00,25.8,93.0,24.5,2.6
2022-09-09,18:00,26.3,91.0,24.7,1.6
2022-09-09,19:00,26.3,91.0,24.8,2.3
2022-09-09,20:00,26.1,91.0,24.5,3.1
2022-09-09,10:00,29.5,79.0,25.4,3.5
2022-09-09,22:00,25.2,96.0,24.6,2.2
2022-09-09,23:00,25.0,97.0,24.5,2.6
2022-09-09,17:00,28.2,85.0,25.5,3.6
2022-09-09,09:00,27.0,86.0,24.5,2.1
2022-09-09,06:00,26.1,91.0,24.5,0.5
2022-09-09,07:00,26.2,91.0,24.7,0.4
2022-09-09,05:00,24.6,93.0,23.4,2.5
2022-09-09,04:00,25.0,93.0,23.7,3.3
2022-09-09,03:00,25.3,94.0,24.3,4.6
2022-09-09,02:00,25.3,95.0,24.5,4.3
2022-09-09,01:00,25.2,95.0,24.3,4.3
2022-09-09,00:00,25.5,94.0,24.4,5.4
2022-09-09,08:00,26.5,88.0,24.4,1.4
2022-09-10,10:00,28.8,78.0,24.6,6.1
2022-09-10,11:00,28.8,82.0,25.3,9.1
2022-09-10,12:00,28.8,81.0,25.2,13.7
2022-09-10,13:00,27.4,86.0,24.8,16.7
2022-09-10,14:00,27.6,84.0,24.7,14.0
2022-09-10,15:00,27.9,83.0,24.7,15.4
2022-09-10,20:00,26.6,88.0,24.4,7.5
2022-09-10,22:00,25.9,90.0,24.2,4.7
2022-09-10,21:00,26.5,88.0,24.4,5.1
2022-09-10,18:00,26.6,87.0,24.3,10.0
2022-09-10,17:00,27.6,84.0,24.7,12.7
2022-09-10,16:00,27.7,84.0,24.7,15.6
2022-09-10,09:00,28.1,80.0,24.3,5.4
2022-09-10,23:00,25.7,91.0,24.1,3.7
2022-09-10,08:00,27.5,87.0,25.1,2.5
2022-09-10,19:00,26.6,87.0,24.3,8.8
2022-09-10,06:00,26.2,91.0,24.7,2.1
2022-09-10,05:00,24.8,95.0,24.0,3.5
2022-09-10,04:00,24.6,96.0,24.0,4.2
2022-09-10,03:00,24.6,96.0,23.9,3.4
2022-09-10,02:00,24.5,96.0,23.8,3.1
2022-09-10,01:00,24.6,95.0,23.8,2.8
2022-09-10,00:00,24.9,96.0,24.3,3.1
2022-09-10,07:00,26.9,88.0,24.8,1.6
2022-09-11,13:00,31.1,75.0,26.1,15.1
2022-09-11,14:00,31.1,73.0,25.7,15.9
2022-09-11,15:00,30.6,72.0,24.9,15.5
2022-09-11,19:00,27.3,84.0,24.3,12.7
2022-09-11,18:00,27.5,83.0,24.4,12.9
2022-09-11,12:00,30.3,78.0,26.0,15.2
2022-09-11,20:00,27.0,85.0,24.2,12.3
2022-09-11,16:00,29.4,75.0,24.5,14.4
2022-09-11,11:00,30.1,79.0,26.0,15.5
2022-09-11,01:00,25.2,92.0,23.9,5.4
2022-09-11,09:00,27.3,83.0,24.2,14.7
2022-09-11,00:00,25.5,92.0,24.1,4.8
2022-09-11,21:00,26.8,86.0,24.2,11.2
2022-09-11,02:00,24.8,93.0,23.6,4.7
2022-09-11,03:00,24.8,93.0,23.5,4.5
2022-09-11,04:00,24.4,94.0,23.3,5.4
2022-09-11,05:00,24.7,93.0,23.4,7.2
2022-09-11,06:00,26.0,87.0,23.8,7.3
2022-09-11,07:00,26.5,85.0,23.9,8.4
2022-09-11,08:00,27.0,83.0,23.9,12.3
2022-09-11,10:00,30.0,79.0,25.9,15.9
2022-09-11,22:00,26.4,88.0,24.2,10.5
2022-09-11,17:00,29.3,75.0,24.5,13.4
2022-09-11,23:00,26.4,88.0,24.3,10.2
2022-09-12,00:00,26.4,88.0,24.3,10.9
2022-09-12,16:00,29.7,73.0,24.4,18.9
2022-09-12,17:00,28.2,79.0,24.1,17.4
2022-09-12,18:00,27.1,84.0,24.1,14.9
2022-09-12,19:00,26.8,85.0,24.1,14.1
2022-09-12,20:00,26.7,85.0,24.0,11.9
2022-09-12,21:00,26.6,85.0,23.9,11.9
2022-09-12,22:00,26.0,87.0,23.7,14.1
2022-09-12,14:00,30.3,71.0,24.4,20.2
2022-09-12,23:00,25.9,88.0,23.8,10.6
2022-09-12,13:00,30.4,71.0,24.6,19.4
2022-09-12,15:00,29.9,73.0,24.5,19.2
2022-09-12,11:00,30.5,71.0,24.7,18.4
2022-09-12,01:00,25.6,89.0,23.7,11.7
2022-09-12,02:00,25.5,89.0,23.5,12.0
2022-09-12,12:00,30.6,71.0,24.7,19.1
2022-09-12,04:00,25.2,90.0,23.4,12.0
2022-09-12,05:00,25.5,88.0,23.3,11.6
2022-09-12,03:00,25.5,88.0,23.4,12.0
2022-09-12,07:00,26.9,84.0,24.0,11.9
2022-09-12,08:00,27.4,82.0,24.1,16.2
2022-09-12,09:00,27.8,80.0,24.0,17.3
2022-09-12,10:00,30.6,71.0,24.7,18.0
2022-09-12,06:00,26.6,85.0,23.8,10.9
2022-09-13,7:00p,24.9,5.0,-17.4,0.0
2022-09-13,4:00p,23.3,23.0,1.0,0.0
2022-09-13,4:30p,22.3,31.0,4.4,0.0
2022-09-13,5:00p,21.6,34.0,5.0,0.0
2022-09-13,5:30p,21.7,23.0,-0.3,0.0
2022-09-13,6:00p,23.3,14.0,-5.7,0.0
2022-09-13,6:30p,24.3,10.0,-9.3,0.0
2022-09-13,7:30p,25.3,4.0,-19.8,0.0
2022-09-13,3:30p,22.6,10.0,-10.6,0.0
2022-09-13,8:30p,25.7,1.0,-34.6,0.0
2022-09-13,9:00p,25.7,1.0,-34.6,0.0
2022-09-13,9:30p,25.8,1.0,-34.5,0.0
2022-09-13,10:00p,25.8,1.0,-34.5,0.0
2022-09-13,10:30p,25.9,1.0,-34.5,0.0
2022-09-13,11:00p,25.9,1.0,-34.4,0.0
2022-09-13,11:30p,26.0,1.0,-34.4,0.0
2022-09-13,8:00p,25.5,1.0,-34.7,0.0
2022-09-13,3:00p,22.2,38.0,7.2,0.0
2022-09-13,4:00a,26.5,1.0,-34.1,0.0
2022-09-13,2:00p,22.3,37.0,6.9,0.0
2022-09-13,10:30a,20.3,38.0,5.5,0.0
2022-09-13,10:00a,20.4,38.0,5.6,0.0
2022-09-13,9:30a,21.2,37.0,5.9,0.0
2022-09-13,9:00a,23.3,30.0,4.7,0.0
2022-09-13,8:30a,26.0,1.0,-34.4,0.0
2022-09-13,8:00a,26.8,1.0,-33.9,0.0
2022-09-13,7:30a,26.7,1.0,-34.0,0.0
2022-09-13,7:00a,26.6,1.0,-34.0,0.0
2022-09-13,6:30a,26.6,1.0,-34.1,0.0
2022-09-13,11:00a,20.2,38.0,5.4,0.0
2022-09-13,6:00a,26.5,1.0,-34.1,0.0
2022-09-13,5:00a,26.5,1.0,-34.1,0.0
2022-09-13,4:30a,26.5,1.0,-34.1,0.0
2022-09-13,3:30a,26.4,1.0,-34.1,0.0
2022-09-13,3:00a,26.4,1.0,-34.2,0.0
2022-09-13,2:30a,26.3,1.0,-34.2,0.0
2022-09-13,2:00a,26.3,1.0,-34.2,0.0
2022-09-13,1:30a,26.3,1.0,-34.2,0.0
2022-09-13,1:00a,26.3,1.0,-34.2,0.0
2022-09-13,5:30a,26.5,1.0,-34.1,0.0
2022-09-13,12:30a,26.2,1.0,-34.3,0.0
2022-09-13,11:30a,20.4,33.0,3.6,0.0
2022-09-13,12:30p,21.6,4.0,-22.4,0.0
2022-09-13,12:00p,20.8,29.0,2.1,0.0
2022-09-13,2:30p,22.2,38.0,7.2,0.0
2022-09-13,1:30p,22.8,35.0,6.5,0.0
2022-09-13,1:00p,23.2,24.0,1.5,0.0
2022-09-13,23:00,26.5,88.0,24.3,7.8
2022-09-13,21:00,27.3,85.0,24.5,8.8
2022-09-13,22:00,26.6,87.0,24.3,8.4
2022-09-13,14:00,31.1,65.0,23.9,18.0
2022-09-13,20:00,27.2,85.0,24.4,10.9
2022-09-13,19:00,27.3,85.0,24.5,10.4
2022-09-13,18:00,27.5,84.0,24.5,9.1
2022-09-13,17:00,29.0,77.0,24.7,15.6
2022-09-13,16:00,29.5,73.0,24.2,17.0
2022-09-13,15:00,31.2,66.0,24.1,18.4
2022-09-13,13:00,31.5,65.0,24.0,17.3
2022-09-13,12:00,31.3,65.0,24.0,17.3
2022-09-13,11:00,31.1,68.0,24.4,17.6
2022-09-13,10:00,30.5,71.0,24.6,16.9
2022-09-13,08:00,27.4,85.0,24.6,14.4
2022-09-13,07:00,26.8,86.0,24.4,10.6
2022-09-13,06:00,26.6,89.0,24.6,9.7
2022-09-13,05:00,25.4,90.0,23.6,10.5
2022-09-13,04:00,25.3,90.0,23.6,10.1
2022-09-13,03:00,25.5,89.0,23.6,9.9
2022-09-13,02:00,25.4,89.0,23.5,10.0
2022-09-13,01:00,25.3,90.0,23.5,9.2
2022-09-13,00:00,25.8,89.0,23.8,8.8
2022-09-13,09:00,27.8,82.0,24.4,15.9
2022-09-14,03:00,25.6,89.0,23.7,8.1
2022-09-14,00:00,26.4,88.0,24.2,7.9
2022-09-14,04:00,25.1,91.0,23.5,8.6
2022-09-14,05:00,25.2,90.0,23.4,8.6
2022-09-14,06:00,26.4,88.0,24.3,8.2
2022-09-14,07:00,26.9,86.0,24.4,9.5
2022-09-14,08:00,27.3,85.0,24.5,11.9
2022-09-14,09:00,27.8,83.0,24.6,13.7
2022-09-14,10:00,29.3,79.0,25.2,15.1
2022-09-14,11:00,29.0,81.0,25.3,15.5
2022-09-14,01:00,26.2,88.0,24.0,7.2
2022-09-14,02:00,25.5,89.0,23.6,7.6
2022-09-14,13:00,29.1,81.0,25.6,17.6
2022-09-14,15:00,29.7,75.0,24.7,21.2
2022-09-14,16:00,28.2,79.0,24.2,19.9
2022-09-14,17:00,28.1,80.0,24.3,17.3
2022-09-14,18:00,26.6,85.0,23.8,13.4
2022-09-14,19:00,26.7,84.0,23.8,11.9
2022-09-14,20:00,26.5,86.0,23.9,12.0
2022-09-14,21:00,26.4,86.0,23.8,10.1
2022-09-14,22:00,25.6,88.0,23.6,7.6
2022-09-14,23:00,25.5,89.0,23.6,6.3
2022-09-14,14:00,29.8,78.0,25.6,19.8
2022-09-14,12:00,28.8,84.0,25.8,14.8
2022-09-14,9:00a,21.6,37.0,6.3,0.0
2022-09-14,10:30a,24.0,30.0,5.3,0.0
2022-09-14,8:00p,25.3,1.0,-34.8,0.0
2022-09-14,7:30p,25.5,1.0,-34.7,0.0
2022-09-14,7:00p,25.8,1.0,-34.5,0.0
2022-09-14,6:30p,26.6,1.0,-34.1,0.0
2022-09-14,6:00p,27.1,1.0,-33.8,1.0
2022-09-14,5:30p,27.7,1.0,-33.4,1.0
2022-09-14,5:00p,28.1,1.0,-33.2,2.0
2022-09-14,4:30p,28.3,1.0,-33.0,3.0
2022-09-14,4:00p,28.9,1.0,-32.6,4.0
2022-09-14,3:30p,29.6,1.0,-32.2,3.0
2022-09-14,3:00p,29.7,1.0,-32.2,4.0
2022-09-14,2:30p,30.3,1.0,-31.8,4.0
2022-09-14,2:00p,30.3,1.0,-31.8,4.0
2022-09-14,1:30p,30.2,1.0,-31.9,4.0
2022-09-14,1:00p,30.7,1.0,-31.6,3.0
2022-09-14,12:30p,30.5,1.0,-31.7,2.0
2022-09-14,12:00p,31.5,1.0,-31.1,2.0
2022-09-14,11:30a,29.8,1.0,-32.1,0.0
2022-09-14,11:00a,24.9,1.0,-35.0,0.0
2022-09-14,8:30p,25.0,1.0,-35.0,0.0
2022-09-14,10:00a,21.3,0.0,0.0,0.0
2022-09-14,9:30a,0.0,0.0,0.0,0.0
2022-09-14,8:30a,23.6,26.0,2.9,0.0
2022-09-14,8:00a,26.3,17.0,-0.7,0.0
2022-09-14,7:30a,26.7,1.0,-34.0,0.0
2022-09-14,7:00a,26.4,1.0,-34.1,0.0
2022-09-14,9:00p,24.6,1.0,-35.2,1.0
2022-09-14,10:00p,24.4,1.0,-35.4,1.0
2022-09-14,6:30a,26.3,1.0,-34.2,0.0
2022-09-14,6:00a,26.3,1.0,-34.2,0.0
2022-09-14,5:30a,26.3,1.0,-34.2,0.0
2022-09-14,5:00a,26.3,1.0,-34.2,0.0
2022-09-14,4:30a,26.2,1.0,-34.3,0.0
2022-09-14,4:00a,26.2,1.0,-34.3,0.0
2022-09-14,3:30a,26.2,1.0,-34.3,0.0
2022-09-14,3:00a,26.2,1.0,-34.3,0.0
2022-09-14,2:30a,26.2,1.0,-34.3,0.0
2022-09-14,2:00a,26.1,1.0,-34.3,0.0
2022-09-14,1:30a,26.1,1.0,-34.3,0.0
2022-09-14,1:00a,26.1,1.0,-34.3,0.0
2022-09-14,12:30a,26.1,1.0,-34.4,0.0
2022-09-14,11:30p,24.3,1.0,-35.4,0.0
2022-09-14,11:00p,24.3,1.0,-35.4,0.0
2022-09-14,10:30p,24.3,1.0,-35.4,1.0
2022-09-14,9:30p,24.8,1.0,-35.1,0.0
2022-09-14,12:00a,26.1,1.0,-34.4,0.0
2022-09-15,5:30p,28.4,1.0,-32.9,2.0
2022-09-15,11:30a,27.3,1.0,-33.6,2.0
2022-09-15,9:00p,24.6,1.0,-35.2,0.0
2022-09-15,8:30p,25.0,1.0,-35.0,0.0
2022-09-15,8:00p,25.4,1.0,-34.8,0.0
2022-09-15,7:30p,25.6,1.0,-34.6,1.0
2022-09-15,7:00p,26.0,1.0,-34.4,2.0
2022-09-15,6:30p,26.7,1.0,-34.0,2.0
2022-09-15,6:00p,27.4,1.0,-33.5,2.0
2022-09-15,12:30p,28.2,1.0,-33.1,4.0
2022-09-15,4:30p,28.6,1.0,-32.8,3.0
2022-09-15,4:00p,28.8,1.0,-32.7,2.0
2022-09-15,3:30p,29.6,1.0,-32.3,3.0
2022-09-15,3:00p,29.8,1.0,-32.1,2.0
2022-09-15,2:30p,29.9,1.0,-32.1,3.0
2022-09-15,2:00p,29.7,1.0,-32.2,2.0
2022-09-15,1:30p,29.3,1.0,-32.4,3.0
2022-09-15,1:00p,28.3,1.0,-33.0,4.0
2022-09-15,12:00p,28.2,1.0,-33.1,4.0
2022-09-15,11:00a,26.8,1.0,-33.9,2.0
2022-09-15,11:00p,23.7,1.0,-35.8,0.0
2022-09-15,11:30p,23.9,1.0,-35.7,0.0
2022-09-15,9:30p,24.3,1.0,-35.4,0.0
2022-09-15,5:00p,28.7,1.0,-32.8,2.0
2022-09-15,10:00p,24.1,1.0,-35.5,0.0
2022-09-15,10:00a,27.3,1.0,-33.6,1.0
2022-09-15,9:30a,27.0,1.0,-33.8,1.0
2022-09-15,9:00a,26.8,1.0,-33.9,1.0
2022-09-15,8:30a,26.2,1.0,-34.3,0.0
2022-09-15,8:00a,25.3,1.0,-34.8,0.0
2022-09-15,7:30a,24.7,1.0,-35.2,0.0
2022-09-15,7:00a,24.1,1.0,-35.5,0.0
2022-09-15,6:30a,23.3,1.0,-36.0,0.0
2022-09-15,6:00a,22.9,1.0,-36.2,0.0
2022-09-15,10:30a,27.3,1.0,-33.6,2.0
2022-09-15,5:30a,23.1,1.0,-36.1,0.0
2022-09-15,4:30a,23.0,1.0,-36.2,0.0
2022-09-15,4:00a,22.9,1.0,-36.3,0.0
2022-09-15,3:30a,22.8,1.0,-36.3,0.0
2022-09-15,3:00a,22.9,1.0,-36.3,0.0
2022-09-15,2:30a,23.1,1.0,-36.1,0.0
2022-09-15,2:00a,23.3,1.0,-36.0,0.0
2022-09-15,1:30a,23.5,1.0,-35.9,0.0
2022-09-15,1:00a,23.8,1.0,-35.7,0.0
2022-09-15,12:30a,24.1,1.0,-35.6,0.0
2022-09-15,5:00a,23.0,1.0,-36.2,0.0
2022-09-15,10:30p,23.9,1.0,-35.6,0.0
2022-09-15,14:00,29.9,76.0,25.3,15.7
2022-09-15,13:00,30.0,74.0,24.9,13.7
2022-09-15,12:00,30.2,74.0,25.1,12.6
2022-09-15,11:00,30.0,77.0,25.6,12.4
2022-09-15,10:00,30.0,77.0,25.6,12.6
2022-09-15,09:00,27.6,87.0,25.2,11.9
2022-09-15,08:00,27.4,87.0,25.0,9.8
2022-09-15,07:00,27.0,88.0,24.9,7.1
2022-09-15,06:00,26.2,90.0,24.3,5.2
2022-09-15,05:00,24.9,92.0,23.4,4.9
2022-09-15,04:00,25.3,90.0,23.5,5.2
2022-09-15,03:00,25.2,90.0,23.4,6.5
2022-09-15,02:00,25.2,90.0,23.4,7.9
2022-09-15,01:00,25.2,91.0,23.6,7.6
2022-09-15,00:00,25.4,90.0,23.7,6.6
2022-09-15,12:00a,24.2,1.0,-35.5,1.0
2022-09-15,15:00,29.3,79.0,25.3,17.0
2022-09-15,16:00,29.3,79.0,25.3,15.2
2022-09-15,17:00,26.9,84.0,24.0,15.5
2022-09-15,18:00,26.5,85.0,23.7,11.2
2022-09-15,23:00,27.6,82.0,24.3,5.4
2022-09-15,22:00,27.5,82.0,24.2,6.8
2022-09-15,21:00,26.4,85.0,23.7,8.3
2022-09-15,20:00,26.4,85.0,23.7,8.6
2022-09-15,19:00,26.4,85.0,23.7,9.8
2022-09-16,23:00,25.3,91.0,23.8,4.2
2022-09-16,22:00,25.6,90.0,23.8,4.9
2022-09-16,21:00,26.0,87.0,23.6,5.2
2022-09-16,20:00,25.9,87.0,23.6,3.7
2022-09-16,19:00,26.0,86.0,23.6,4.1
2022-09-16,18:00,26.1,86.0,23.5,5.4
2022-09-16,01:00,25.4,90.0,23.6,4.5
2022-09-16,16:00,28.3,80.0,24.5,10.1
2022-09-16,00:00,27.4,83.0,24.2,4.0
2022-09-16,02:00,25.2,91.0,23.5,5.5
2022-09-16,03:00,25.2,91.0,23.5,5.9
2022-09-16,04:00,24.9,92.0,23.5,6.9
